temperature_celsius,temperature_fahrenheit,humidity,country,location_name,region,latitude,longitude,Alert
27.5,81.5,67,India,Ashoknagar,Madhya Pradesh,24.57,77.72,Moderate
27.5,81.5,70,India,Raisen,Madhya Pradesh,23.33,77.8,Moderate
26.3,79.3,70,India,Chhindwara,Madhya Pradesh,22.07,78.93,Moderate
25.6,78.1,76,India,Betul,Madhya Pradesh,21.86,77.93,Moderate
27.2,81.0,74,India,Hoshangabad,Madhya Pradesh,22.75,77.72,Moderate
25.9,78.6,77,India,Sehore,Madhya Pradesh,23.2,77.08,Moderate
28.0,82.4,70,India,Jabalpur,Madhya Pradesh,23.17,79.95,Moderate
27.7,81.9,71,India,Narsimhapur,Madhya Pradesh,22.95,79.2,Moderate
30.0,86.0,60,India,Panna,Madhya Pradesh,24.72,80.2,Moderate
26.0,78.8,74,India,Ujjain,Madhya Pradesh,23.18,75.77,Moderate
30.6,87.1,57,India,Rewa,Madhya Pradesh,24.53,81.3,High
30.3,86.5,55,India,Dindori,Madhya Pradesh,22.95,81.08,High
28.3,82.9,67,India,Balaghat,Madhya Pradesh,21.78,80.25,Moderate
27.2,81.0,65,India,Barwani,Madhya Pradesh,22.03,74.9,Moderate
30.1,86.2,58,India,Satna,Madhya Pradesh,24.58,80.83,High
30.0,86.0,60,India,Chhatarpur,Madhya Pradesh,24.9,79.6,Moderate
26.0,78.8,74,India,Indore,Madhya Pradesh,22.72,75.83,Moderate
26.5,79.7,64,India,Ratlam,Madhya Pradesh,23.32,75.07,Moderate
28.4,83.1,64,India,Harda,Madhya Pradesh,22.33,77.1,Moderate
26.9,80.4,71,India,Sagar,Madhya Pradesh,23.83,78.72,Moderate
26.7,80.1,66,India,Neemuch,Madhya Pradesh,24.48,74.87,Moderate
28.1,82.6,65,India,Tikamgarh,Uttar Pradesh,24.73,78.83,Moderate
27.4,81.3,69,India,Guna,Madhya Pradesh,24.65,77.32,Moderate
26.0,78.8,74,India,Dewas,Madhya Pradesh,22.97,76.07,Moderate
27.0,80.6,66,India,Mandsaur,Madhya Pradesh,24.07,75.07,Moderate
27.2,81.0,65,India,Khargone,Madhya Pradesh,21.82,75.6,Moderate
29.9,85.8,57,India,Sheopur,Madhya Pradesh,25.67,76.7,Moderate
31.6,88.9,53,India,Morena,Madhya Pradesh,26.5,78.0,High
32.4,90.3,50,India,Bhind,Madhya Pradesh,26.56,78.79,High
27.3,81.1,63,India,Jhabua,Madhya Pradesh,22.77,74.6,Moderate
26.7,80.1,69,India,Seoni,Madhya Pradesh,22.08,79.53,Moderate
28.2,82.8,64,India,Khandwa,Madhya Pradesh,21.83,76.33,Moderate
27.0,80.6,74,India,Umaria,Madhya Pradesh,23.53,80.83,Moderate
31.1,88.0,55,India,Gwalior,Madhya Pradesh,26.22,78.18,High
28.8,83.8,64,India,Damoh,Madhya Pradesh,23.83,79.45,Moderate
26.0,78.8,74,India,Dhar,Madhya Pradesh,22.6,75.3,Moderate
32.0,89.6,63,India,Katni,Orissa,20.3,85.72,High
30.1,86.2,60,India,Sidhi,Madhya Pradesh,24.42,81.88,High
28.5,83.3,61,India,Alirajpur,Madhya Pradesh,22.3,74.35,Moderate
26.9,80.4,72,India,Bhopal,Madhya Pradesh,23.27,77.4,Moderate
30.8,87.4,53,India,Rajgarh,Rajasthan,27.23,76.63,High
27.0,80.6,72,India,Mandla,Madhya Pradesh,22.6,80.38,Moderate
26.9,80.4,67,India,Shajapur,Madhya Pradesh,23.43,76.27,Moderate
27.7,81.9,67,India,Shivpuri,Madhya Pradesh,25.43,77.65,Moderate
30.2,86.4,59,India,Datia,Madhya Pradesh,25.67,78.47,High
28.6,83.5,64,India,Burhanpur,Madhya Pradesh,21.3,76.23,Moderate
27.6,81.7,63,India,Anuppur,Madhya Pradesh,23.1,81.68,Moderate
27.7,81.9,68,India,Shahdol,Madhya Pradesh,23.28,81.35,Moderate
27.6,81.7,70,India,Vidisha,Madhya Pradesh,23.53,77.82,Moderate
29.2,84.6,61,India,Una,Gujarat,20.82,71.03,Moderate
20.7,69.3,59,India,Solan,Himachal Pradesh,30.92,77.12,Moderate
31.8,89.2,54,India,Sirmaur,Madhya Pradesh,24.85,81.38,High
20.3,68.5,64,India,Chamba,Himachal Pradesh,32.57,76.13,Moderate
20.7,69.3,59,India,Shimla,Himachal Pradesh,31.1,77.17,Moderate
30.9,87.6,51,India,Bilaspur,Chhattisgarh,22.08,82.15,High
23.8,74.8,62,India,Kangra,Himachal Pradesh,32.1,76.27,Moderate
25.5,77.9,56,India,Mandi,Himachal Pradesh,31.72,76.92,Moderate
30.8,87.4,57,India,Hamirpur,Uttar Pradesh,25.95,80.15,High
27.2,81.0,65,India,Talab Data,Jammu and Kashmir,32.65,74.93,Moderate
15.3,59.5,62,India,Anantnag,Jammu and Kashmir,33.73,75.15,Mild
22.8,73.0,45,India,Baramula,Jammu and Kashmir,34.21,74.34,Moderate
15.3,59.5,62,India,Kulgam,Jammu and Kashmir,33.65,75.02,Mild
15.3,59.5,62,India,Shupiyan,Jammu and Kashmir,33.72,74.83,Mild
27.2,81.0,65,India,Jammu,Jammu and Kashmir,32.73,74.87,Moderate
7.1,44.8,27,India,Leh,Jammu and Kashmir,34.17,77.58,Low
20.1,68.2,65,India,Srinagar,Jammu and Kashmir,34.09,74.8,Moderate
18.5,65.3,70,India,Doda,Jammu and Kashmir,33.13,75.57,Mild
20.0,68.0,66,India,Pulwama,Jammu and Kashmir,33.88,74.92,Mild
21.5,70.7,73,India,Ramban,Jammu and Kashmir,33.25,75.25,Moderate
20.1,68.2,65,India,Ganderbal,Jammu and Kashmir,34.23,74.78,Moderate
27.2,81.0,65,India,Udhampur,Jammu and Kashmir,32.93,75.13,Moderate
20.1,68.2,65,India,Badgam,Jammu and Kashmir,34.02,74.72,Moderate
32.4,90.3,49,India,Punch,Uttar Pradesh,25.82,79.05,High
17.8,64.0,66,India,Kupwara,Jammu and Kashmir,34.03,74.26,Mild
27.2,81.0,65,India,Samba,Jammu and Kashmir,32.57,75.12,Moderate
27.3,81.1,68,India,Kathua,Jammu and Kashmir,32.37,75.52,Moderate
14.2,57.6,22,India,Kargil,Jammu and Kashmir,34.57,76.1,Mild
17.5,63.5,64,India,Kishtwar,Jammu and Kashmir,33.32,75.77,Mild
28.6,83.5,69,India,Daman,Daman and Diu,20.42,72.85,Moderate
27.8,82.0,70,India,Diu,Daman and Diu,20.7,70.98,Moderate
30.0,86.0,66,India,Bhavnagar,Gujarat,21.77,72.15,Moderate
31.1,88.0,52,India,Udaipur,Rajasthan,27.72,75.48,High
29.9,85.8,52,India,Vadodara,Gujarat,22.3,73.2,Moderate
31.0,87.8,66,India,Kantha,Uttar Pradesh,26.58,80.75,High
31.5,88.7,44,India,Surendranagar,Gujarat,22.7,71.68,High
30.3,86.5,52,India,Anand,Gujarat,22.57,72.93,High
30.2,86.4,50,India,Amreli,Gujarat,21.62,71.23,High
27.3,81.1,63,India,Dohad,Gujarat,22.83,74.27,Moderate
29.0,84.2,75,India,Rajkot,Gujarat,22.3,70.78,Moderate
29.6,85.3,54,India,Mahesana,Gujarat,23.6,72.4,Moderate
28.0,82.4,61,India,Patan,Gujarat,23.83,72.12,Moderate
29.7,85.5,56,India,Bharuch,Gujarat,21.7,72.97,Moderate
27.7,81.9,70,India,Somnath,Gujarat,20.88,70.37,Moderate
29.4,84.9,57,India,Junagadh,Gujarat,21.52,70.47,Moderate
27.9,82.2,71,India,Dwarka,Gujarat,22.24,68.97,Moderate
28.4,83.1,70,India,Navsari,Gujarat,20.85,72.92,Moderate
28.4,83.1,69,India,Surat,Gujarat,20.97,72.9,Moderate
29.2,84.6,59,India,Jamnagar,Gujarat,22.47,70.07,Moderate
27.7,81.9,70,India,Porbandar,Gujarat,21.63,69.6,Moderate
28.6,83.5,69,India,Valsad,Gujarat,20.63,72.93,Moderate
30.0,86.0,70,India,Gandhinagar,Gujarat,23.22,72.68,Moderate
29.0,84.2,75,India,Morbi,Gujarat,22.82,70.83,Moderate
30.0,86.0,70,India,Kheda,Gujarat,22.75,72.68,Moderate
28.3,82.9,71,India,Dadra,Dadra and Nagar Haveli,20.32,72.97,Moderate
33.0,91.4,63,India,Krishna,Andhra Pradesh,16.17,81.13,High
33.8,92.8,44,India,East Godavari,Andhra Pradesh,16.93,82.22,High
32.0,89.6,54,India,Visakhapatnam,Andhra Pradesh,17.7,83.3,High
35.3,95.5,40,India,Nellore,Andhra Pradesh,14.43,79.97,High
32.2,90.0,48,India,Chittoor,Andhra Pradesh,13.2,79.12,High
32.7,90.9,51,India,Srikakulam,Andhra Pradesh,18.3,83.9,High
30.9,87.6,50,India,Kurnool,Andhra Pradesh,15.83,78.05,High
33.0,91.4,63,India,Guntur,Andhra Pradesh,16.3,80.45,High
33.3,91.9,46,India,Vizianagaram,Andhra Pradesh,18.12,83.42,High
31.0,87.8,45,India,Anantapur,Andhra Pradesh,14.68,77.6,High
33.0,91.4,63,India,West Godavari,Andhra Pradesh,16.7,81.1,High
32.0,89.6,49,India,Kadapa,Andhra Pradesh,14.47,78.82,High
33.0,91.4,47,India,Jamtara,Jharkhand,23.95,86.8,High
34.0,93.2,53,India,Saraikela,Jharkhand,22.72,85.95,High
32.0,89.6,67,India,Simdega,Jharkhand,22.62,84.52,High
30.9,87.6,56,India,Latehar,Jharkhand,23.75,84.5,High
30.0,86.0,62,India,Khunti,Jharkhand,23.08,85.28,Moderate
28.9,84.0,54,India,Hazaribagh,Jharkhand,23.98,85.35,Moderate
32.0,89.6,67,India,Chatra,Jharkhand,24.22,84.87,High
30.6,87.1,54,India,Kodarma,Jharkhand,24.43,85.52,High
31.3,88.3,52,India,Giridih,Jharkhand,24.18,86.3,High
28.0,82.4,54,India,Lohardaga,Jharkhand,23.43,84.68,Moderate
32.2,90.0,56,India,Sahibganj,Jharkhand,25.25,87.65,High
32.9,91.2,52,India,Godda,Jharkhand,24.83,87.22,High
32.5,90.5,47,India,Dhanbad,Jharkhand,23.8,86.45,High
32.8,91.0,51,India,Dumka,Jharkhand,24.27,87.25,High
31.6,88.9,51,India,Bokaro,Jharkhand,23.78,85.97,High
31.5,88.7,52,India,Deoghar,Jharkhand,24.48,86.7,High
28.9,84.0,53,India,Gumla,Chhattisgarh,23.05,84.55,Moderate
30.0,86.0,62,India,Ramgarh,Jharkhand,23.63,85.52,Moderate
28.0,82.4,64,India,Garhwa,Uttar Pradesh,24.73,83.22,Moderate
30.0,86.0,62,India,Ranchi,Jharkhand,23.35,85.33,Moderate
34.0,93.2,71,India,Arwal,Bihar,25.25,84.68,High
33.2,91.8,52,India,Bhagalpur,Bihar,25.25,87.0,High
32.6,90.7,55,India,Purnia,Bihar,25.78,87.47,High
32.8,91.0,57,India,Kishanganj,West Bengal,26.12,87.93,High
32.0,89.6,67,India,Gaya,Bihar,24.78,85.0,High
32.9,91.2,52,India,Banka,Bihar,24.88,86.92,High
26.6,79.9,62,India,Aurangabad,Maharashtra,19.88,75.33,Moderate
33.2,91.8,50,India,Nawada,Bihar,24.88,85.53,High
32.1,89.8,60,India,Araria,Bihar,26.15,87.52,High
32.5,90.5,56,India,Muzaffarpur,Bihar,26.12,85.4,High
31.3,88.3,52,India,Saran,Bihar,24.48,86.3,High
22.8,73.0,45,India,Sheikhpura,Jammu and Kashmir,34.33,74.23,Moderate
32.9,91.2,54,India,Saharsa,Bihar,25.88,86.6,High
31.9,89.4,59,India,Gopalganj,Bihar,26.47,84.43,High
32.7,90.9,56,India,Siwan,Bihar,26.22,84.37,High
32.3,90.1,58,India,Sheohar,Bihar,26.52,85.3,High
32.5,90.5,53,India,Buxar,Bihar,25.58,83.98,High
32.4,90.3,54,India,Madhubani,Bihar,26.37,86.08,High
32.9,91.2,54,India,Supaul,Bihar,26.12,86.6,High
34.0,93.2,71,India,Patna,Bihar,25.6,85.12,High
32.0,89.6,67,India,Bhojpur,Orissa,21.65,84.4,High
32.4,90.3,56,India,Darbhanga,Bihar,26.17,85.9,High
32.8,91.0,54,India,Samastipur,Bihar,25.85,85.78,High
32.2,90.0,52,India,Bhabua,Bihar,25.05,83.62,High
32.9,91.2,52,India,Khagaria,Bihar,25.5,86.48,High
33.1,91.6,52,India,Munger,Bihar,25.38,86.47,High
32.3,90.1,58,India,Sitamarhi,Bihar,26.6,85.48,High
33.2,91.8,52,India,Lakhisarai,Bihar,25.18,86.08,High
32.5,90.5,53,India,Jamui,Bihar,24.92,86.22,High
33.2,91.8,52,India,Begusarai,Bihar,25.42,86.13,High
33.0,91.4,54,India,Katihar,Bihar,25.53,87.58,High
31.0,87.8,63,India,Gurgaon,Haryana,28.47,77.03,High
30.5,86.9,62,India,Yamunanagar,Haryana,30.1,77.28,High
33.0,91.4,46,India,Palwal,Haryana,28.15,77.33,High
31.0,87.8,63,India,Jhajjar,Haryana,28.62,76.65,High
34.0,93.2,42,India,Bhiwani,Haryana,28.78,76.13,High
33.7,92.7,45,India,Kaithal,Haryana,29.8,76.38,High
31.0,87.8,63,India,Sonipat,Haryana,28.98,77.02,High
32.5,90.5,52,India,Karnal,Haryana,29.68,76.98,High
34.3,93.7,41,India,Jind,Haryana,29.32,76.32,High
33.1,91.6,47,India,Panipat,Haryana,29.39,76.97,High
33.2,91.8,43,India,Mahendragarh,Haryana,28.28,76.15,High
35.1,95.2,39,India,Fatehabad,Haryana,29.52,75.45,High
31.0,87.8,63,India,Faridabad,Haryana,28.43,77.32,High
35.1,95.2,39,India,Sirsa,Haryana,29.53,75.02,High
34.7,94.5,40,India,Hisar,Haryana,29.17,75.72,High
33.1,91.6,44,India,Rewari,Haryana,28.18,76.62,High
33.9,93.0,42,India,Rohtak,Haryana,28.9,76.57,High
31.5,88.7,56,India,Ambala,Haryana,30.38,76.78,High
30.1,86.2,56,India,Chandigarh,Chandigarh,30.74,76.79,High
27.4,81.3,73,India,Goa,Goa,15.4,73.8,Moderate
27.8,82.0,80,India,Arong,Andaman and Nicobar Islands,9.17,92.72,Moderate
29.0,84.2,54,India,Siang,Chhattisgarh,22.6,83.05,Moderate
32.0,89.6,53,India,Upper Tirupati,Andhra Pradesh,13.68,79.35,High
12.0,53.6,72,India,Tawang,Arunachal Pradesh,27.58,91.87,Mild
30.9,87.6,69,India,Goalpara,Assam,26.17,90.62,High
30.0,86.0,79,India,Nalbari,Assam,26.42,91.43,Moderate
31.8,89.2,63,India,Dhubri,Assam,26.03,89.97,High
32.0,89.6,66,India,Karimganj,Assam,24.87,92.35,High
30.0,86.0,75,India,Tinsukia,Assam,27.5,95.37,Moderate
28.9,84.0,75,India,Hailakandi,Assam,24.68,92.57,Moderate
30.0,86.0,75,India,Dhemaji,Assam,27.48,94.58,Moderate
31.9,89.4,56,India,Lakhimpur,Uttar Pradesh,27.95,80.77,High
30.9,87.6,69,India,Bongaigaon,Assam,26.47,90.57,High
24.4,75.9,73,India,Baksa Duar,West Bengal,26.75,89.58,Moderate
28.7,83.7,72,India,Nagaon,Maharashtra,17.47,73.62,Moderate
28.8,83.8,78,India,Darrang,Assam,26.63,92.8,Moderate
30.0,86.0,75,India,Dibrugarh,Assam,27.48,94.9,Moderate
30.9,87.6,69,India,Barpeta,Assam,26.32,91.0,High
29.2,84.6,74,India,Udalguri,Assam,26.77,92.13,Moderate
29.0,84.2,75,India,Golaghat,Assam,26.52,93.97,Moderate
30.9,87.6,69,India,Kokrajhar,Assam,26.4,90.27,High
30.0,86.0,84,India,Jorhat,Assam,26.75,94.22,Moderate
33.8,92.8,44,India,Yanam,Andhra Pradesh,16.73,82.22,High
30.2,86.4,66,India,Karaikal,Puducherry,10.92,79.83,High
30.9,87.6,61,India,Puducherry,Puducherry,11.93,79.83,High
29.9,85.8,64,India,Mahe,Kerala,11.7,75.53,Moderate
32.4,90.3,54,India,Lunglei,Mizoram,22.88,92.73,High
31.9,89.4,57,India,Lawngtlai,Mizoram,22.53,92.9,High
31.9,89.4,57,India,Saiha,Mizoram,22.48,92.97,High
32.4,90.3,54,India,Serchhip,Mizoram,23.3,92.83,High
28.3,82.9,55,India,Aizawl,Mizoram,23.72,92.72,Moderate
28.3,82.9,55,India,Mamit,Mizoram,23.93,92.48,Moderate
27.7,81.9,72,India,Chandel,Goa,15.73,73.88,Moderate
29.0,84.2,79,India,Tamenglong,Manipur,24.97,93.55,Moderate
23.7,74.7,59,India,Ukhrul,Manipur,25.12,94.37,Moderate
34.0,93.2,60,India,Bishnupur,West Bengal,22.38,88.27,High
29.0,84.2,79,India,Churachandpur,Manipur,24.33,93.67,Moderate
29.0,84.2,79,India,Thoubal,Manipur,24.63,94.02,Moderate
29.0,84.2,79,India,Imphal,Manipur,24.82,93.95,Moderate
29.0,84.2,79,India,Kangpokpi,Manipur,25.13,93.97,Moderate
29.2,84.6,73,India,Mon,Nagaland,26.75,95.1,Moderate
27.0,80.6,74,India,Tuensang,Nagaland,26.28,94.83,Moderate
27.0,80.6,74,India,Mokokchung,Nagaland,26.33,94.53,Moderate
26.7,80.1,57,India,Phek,Manipur,25.67,94.5,Moderate
29.6,85.3,75,India,Kohima,Nagaland,25.67,94.12,Moderate
24.6,76.3,67,India,Wokha,Nagaland,26.1,94.27,Moderate
23.8,74.8,61,India,Zunheboto,Nagaland,25.97,94.52,Moderate
29.6,85.3,75,India,Dimapur,Assam,25.9,93.73,Moderate
33.0,91.4,67,India,Khowai,Tripura,24.1,91.63,High
31.4,88.5,66,India,Dharmanagar,Tripura,24.37,92.17,High
30.4,86.7,75,India,Dhalai,Assam,24.6,92.83,High
26.0,78.8,58,India,Nandi Hills,Karnataka,13.33,77.65,Moderate
28.4,83.1,58,India,Bastar,Chhattisgarh,19.2,81.93,Moderate
30.5,86.9,52,India,Mungeli,Chhattisgarh,22.07,81.68,High
29.8,85.6,55,India,Gariaband,Chhattisgarh,20.64,82.06,Moderate
30.8,87.4,61,India,Sukma,Chhattisgarh,18.4,81.67,High
29.5,85.1,58,India,Kanker,Chhattisgarh,20.27,81.49,Moderate
28.7,83.7,58,India,Surguja,Chhattisgarh,23.12,83.2,Moderate
32.1,89.8,58,India,Balrampur,Uttar Pradesh,27.43,82.18,High
28.4,83.1,56,India,Kondagaon,Chhattisgarh,19.6,81.67,Moderate
30.4,86.7,56,India,Narayanpur,Rajasthan,26.37,76.63,High
30.3,86.5,53,India,Durg,Chhattisgarh,21.18,81.28,High
30.1,86.2,56,India,Surajpur,Haryana,30.78,76.9,High
28.7,83.7,48,India,Bijapur,Karnataka,16.83,75.7,Moderate
30.2,86.4,54,India,Raipur,Chhattisgarh,21.23,81.63,High
30.5,86.9,54,India,Baloda Bazar,Chhattisgarh,21.67,82.17,High
29.5,85.1,58,India,Balod,Chhattisgarh,20.73,81.2,Moderate
29.5,85.1,58,India,Dhamtari,Chhattisgarh,20.71,81.55,Moderate
30.7,87.3,53,India,Korba,Chhattisgarh,22.35,82.68,High
30.6,87.1,54,India,Raigarh,Chhattisgarh,21.9,83.4,High
28.9,84.0,53,India,Jashpur,Chhattisgarh,22.9,84.15,Moderate
30.2,86.4,54,India,Mahasamund,Chhattisgarh,21.1,82.1,High
30.5,86.9,54,India,Janjgir,Chhattisgarh,22.02,82.57,High
28.6,83.5,58,India,Dehradun,Uttarakhand,30.32,78.03,Moderate
26.3,79.3,59,India,Almora,Uttarakhand,29.62,79.67,Moderate
27.9,82.2,63,India,Champawat,Uttarakhand,29.33,80.1,Moderate
4.0,39.2,48,India,Uttarkashi,Uttarakhand,30.73,78.45,Low
30.5,86.9,63,India,Garhwal,Uttarakhand,29.8,78.62,High
30.5,86.9,60,India,Hardwar,Uttarakhand,29.97,78.17,High
26.1,79.0,64,India,Rudraprayag,Uttarakhand,30.28,78.98,Moderate
23.5,74.3,60,India,Tehri-Garhwal,Uttarakhand,30.38,78.48,Moderate
15.2,59.4,63,India,Bageshwar,Uttarakhand,29.85,79.77,Mild
27.9,82.2,63,India,Pithoragarh,Uttarakhand,29.58,80.22,Moderate
13.4,56.1,65,India,Chamoli,Uttarakhand,30.4,79.35,Mild
28.8,83.8,58,India,Nagar,Chhattisgarh,23.27,82.45,Moderate
29.6,85.3,66,India,Kannur,Kerala,11.87,75.37,Moderate
32.8,91.0,50,India,Pathanamthitta,Kerala,9.27,76.78,High
28.3,82.9,71,India,Alappuzha,Kerala,9.49,76.33,Moderate
31.0,87.8,63,India,Ernakulam,Kerala,9.98,76.28,High
28.6,83.5,69,India,Kollam,Kerala,8.88,76.59,Moderate
29.0,84.2,75,India,Kasaragod,Kerala,12.5,75.0,Moderate
29.7,85.5,53,India,Idukki,Kerala,9.85,76.97,Moderate
29.0,84.2,62,India,Kozhikode,Kerala,11.25,75.77,Moderate
32.3,90.1,52,India,Kottayam,Kerala,9.58,76.52,High
31.0,87.8,63,India,Thrissur,Kerala,10.52,76.22,High
31.0,87.8,52,India,Palakkad,Kerala,10.77,76.65,High
30.0,86.0,75,India,Thiruvananthapuram,Kerala,8.51,76.96,Moderate
29.0,84.2,62,India,Malappuram,Kerala,11.07,76.07,Moderate
27.6,81.7,79,India,Kavaratti,Lakshadweep,10.57,72.62,Moderate
32.0,89.6,63,India,Puri District,Orissa,19.8,85.85,High
33.7,92.7,52,India,Nadia,West Bengal,23.42,88.37,High
33.6,92.5,52,India,Murshidabad,West Bengal,24.18,88.27,High
34.0,93.2,60,India,Kolkata,West Bengal,22.57,88.37,High
33.1,91.6,55,India,Maldah,West Bengal,25.03,88.15,High
21.4,70.5,69,India,Darjiling,West Bengal,27.03,88.27,Moderate
31.6,88.9,64,India,Jalpaiguri,West Bengal,26.52,88.73,High
33.4,92.1,49,India,Medinipur,West Bengal,22.43,87.33,High
34.0,93.2,60,India,Haora,West Bengal,22.59,88.31,High
33.6,92.5,51,India,Barddhaman,West Bengal,23.24,87.87,High
33.8,92.8,44,India,Bankura,West Bengal,23.25,87.07,High
32.3,90.1,48,India,Puruliya,West Bengal,23.33,86.37,High
31.5,88.7,65,India,Koch Bihar,West Bengal,26.32,89.43,High
34.0,93.2,60,India,Hugli,West Bengal,22.9,88.4,High
27.3,81.1,68,India,Pathankot,Punjab,32.28,75.65,Moderate
27.3,81.1,68,India,Gurdaspur,Punjab,32.03,75.52,Moderate
32.1,89.8,53,India,Patiala,Punjab,30.33,76.4,High
29.0,84.2,84,India,Tarn Taran,Punjab,31.45,74.93,Moderate
29.0,84.2,84,India,Kapurthala,Punjab,31.38,75.38,Moderate
32.7,90.9,50,India,Fatehgarh Sahib,Punjab,30.53,75.72,High
33.5,92.3,45,India,Sangrur,Punjab,30.23,75.83,High
34.4,93.9,41,India,Mansa,Punjab,29.98,75.38,High
29.0,84.2,84,India,Amritsar,Punjab,31.63,74.87,Moderate
34.2,93.6,43,India,Faridkot,Punjab,30.67,74.75,High
30.4,86.7,61,India,Ludhiana,Punjab,30.9,75.85,High
30.9,87.6,59,India,Jalandhar,Punjab,31.33,75.58,High
34.5,94.1,42,India,Muktsar,Punjab,30.48,74.52,High
34.6,94.3,42,India,Moga,Punjab,30.8,75.17,High
30.2,86.4,60,India,Hoshiarpur,Punjab,31.53,75.92,High
30.1,86.2,56,India,Rupnagar,Punjab,30.97,76.53,High
34.7,94.5,42,India,Firozpur,Punjab,30.92,74.6,High
35.2,95.4,40,India,Fazilka,Punjab,30.4,74.03,High
33.7,92.7,44,India,Barnala,Punjab,30.38,75.55,High
27.8,82.0,54,India,Mandya,Karnataka,12.52,76.9,Moderate
27.4,81.3,54,India,Mysore,Karnataka,12.31,76.65,Moderate
29.5,85.1,53,India,Yadgir,Karnataka,16.77,77.13,Moderate
25.3,77.5,60,India,Chikmagalur,Karnataka,13.32,75.78,Moderate
27.1,80.8,57,India,Chitradurga,Karnataka,14.23,76.4,Moderate
27.7,81.9,60,India,Haveri,Karnataka,14.8,75.4,Moderate
30.5,86.9,48,India,Raichur,Karnataka,16.2,77.37,High
26.0,78.8,58,India,Kolar,Karnataka,13.13,78.13,Moderate
27.1,80.8,60,India,Dharwad,Karnataka,15.47,75.02,Moderate
27.8,82.0,63,India,Bidar,Karnataka,17.9,77.55,Moderate
29.6,85.3,52,India,Gulbarga,Karnataka,17.33,76.83,Moderate
28.1,82.6,53,India,Gadag,Karnataka,15.42,75.62,Moderate
29.0,84.2,75,India,Udupi,Karnataka,13.35,74.75,Moderate
29.1,84.4,50,India,Bagalkot,Karnataka,16.18,75.7,Moderate
25.2,77.4,62,India,Hassan,Karnataka,13.0,76.1,Moderate
27.2,81.0,63,India,Shimoga,Karnataka,13.92,75.57,Moderate
30.4,86.7,47,India,Bellary,Karnataka,15.15,76.93,High
29.0,84.2,58,India,Bangalore,Karnataka,12.98,77.58,Moderate
26.0,78.8,58,India,Tumkur,Karnataka,13.34,77.1,Moderate
25.6,78.1,67,India,Belgaum,Karnataka,15.87,74.5,Moderate
29.0,84.2,53,India,Koppal,Karnataka,15.35,76.15,Moderate
27.6,81.7,65,India,Washim,Maharashtra,20.1,77.15,Moderate
27.1,80.8,55,India,Ahmadnagar,Maharashtra,19.08,74.73,Moderate
27.3,81.1,59,India,Latur,Maharashtra,18.4,76.58,Moderate
29.1,84.4,50,India,Solapur,Maharashtra,17.68,75.92,Moderate
27.7,81.9,54,India,Osmanabad,Maharashtra,18.17,76.05,Moderate
26.0,78.8,70,India,Kolhapur,Maharashtra,16.7,74.22,Moderate
29.3,84.7,65,India,Chandrapur,Maharashtra,19.95,79.3,Moderate
28.7,83.7,62,India,Akola,Maharashtra,20.73,77.0,Moderate
28.0,82.4,64,India,Parbhani,Maharashtra,19.27,76.78,Moderate
28.3,82.9,62,India,Yavatmal,Maharashtra,20.4,78.13,Moderate
28.4,83.1,65,India,Nanded,Maharashtra,19.15,77.33,Moderate
28.6,83.5,58,India,Dhule,Maharashtra,20.9,74.78,Moderate
25.0,77.0,68,India,Satara,Maharashtra,17.68,73.98,Moderate
26.0,78.8,70,India,Sangli,Maharashtra,16.87,74.57,Moderate
27.6,81.7,65,India,Hingoli,Maharashtra,19.72,77.15,Moderate
26.4,79.5,64,India,Pune,Maharashtra,18.53,73.87,Moderate
28.8,83.8,60,India,Amravati,Maharashtra,20.93,77.75,Moderate
29.1,84.4,59,India,Nandurbar,Maharashtra,21.37,74.25,Moderate
28.0,82.4,71,India,Ratnagiri,Maharashtra,16.98,73.3,Moderate
30.0,86.0,70,India,Wardha,Maharashtra,20.75,78.62,Moderate
27.3,81.1,71,India,Buldana,Maharashtra,20.53,76.18,Moderate
28.5,83.3,63,India,Jalgaon,Maharashtra,21.05,76.53,Moderate
28.6,83.5,65,India,Bhandara,Maharashtra,21.17,79.65,Moderate
27.7,81.9,58,India,Bid,Maharashtra,18.98,75.77,Moderate
27.5,81.5,61,India,Jalna,Maharashtra,19.83,75.88,Moderate
27.0,80.6,84,India,Thane,Maharashtra,19.2,72.97,Moderate
27.0,80.6,84,India,Palghar,Maharashtra,19.68,72.75,Moderate
27.0,80.6,84,India,Mumbai,Maharashtra,18.98,72.83,Moderate
30.0,86.0,70,India,Nagpur,Maharashtra,21.15,79.1,Moderate
32.0,89.6,63,India,Puri,Orissa,19.8,85.85,High
30.5,86.9,61,India,Anugul,Orissa,20.85,85.1,High
25.7,78.3,65,India,Koraput,Orissa,18.82,82.72,Moderate
30.0,86.0,62,India,Bargarh,Orissa,21.33,83.62,Moderate
32.0,89.6,63,India,Jagatsinghapur,Orissa,20.27,86.17,High
32.0,89.6,63,India,Khordha,Orissa,20.18,85.62,High
33.4,92.1,49,India,Mayurbhanj,Orissa,21.94,86.72,High
30.8,87.4,61,India,Malkangiri,Chhattisgarh,18.35,81.9,High
32.9,91.2,50,India,Baleshwar,Orissa,21.49,86.93,High
32.0,89.6,67,India,Sambalpur,Orissa,21.45,83.97,High
32.0,89.6,63,India,Dhenkanal,Orissa,20.67,85.6,High
