temperature_celsius,temperature_fahrenheit,humidity,country,location_name,region,latitude,longitude,Alert
26.3,79.3,81,India,Diu,Daman and Diu,20.7,70.98,Moderate
26.9,80.5,83,India,Bhavnagar,Gujarat,21.77,72.15,Moderate
24.0,75.2,92,India,Udaipur,Orissa,20.62,83.72,Moderate
25.7,78.3,93,India,Vadodara,Gujarat,22.3,73.2,Moderate
25.0,77.0,89,India,Kantha,Uttar Pradesh,26.58,80.75,Moderate
25.0,77.0,89,India,Kantha,Uttar Pradesh,26.58,80.75,Moderate
26.2,79.2,81,India,Surendranagar,Gujarat,22.7,71.68,Moderate
25.7,78.2,90,India,Anand,Gujarat,22.57,72.93,Moderate
25.0,76.9,87,India,Amreli,Gujarat,21.62,71.23,Moderate
23.3,74.0,96,India,Dohad,Gujarat,22.83,74.27,Moderate
25.1,77.2,80,India,Rajkot,Gujarat,22.3,70.78,Moderate
26.3,79.4,85,India,Mahesana,Gujarat,23.6,72.4,Moderate
26.8,80.3,80,India,Patan,Gujarat,23.83,72.12,Moderate
24.7,76.5,94,India,Bharuch,Gujarat,21.7,72.97,Moderate
26.2,79.2,81,India,Somnath,Gujarat,20.88,70.37,Moderate
24.0,75.2,90,India,Junagadh,Gujarat,21.52,70.47,Moderate
26.5,79.7,73,India,Dwarka,Gujarat,22.24,68.97,Moderate
25.0,77.1,91,India,Navsari,Gujarat,20.85,72.92,Moderate
25.4,77.7,90,India,Surat,Gujarat,20.97,72.9,Moderate
25.8,78.5,77,India,Jamnagar,Gujarat,22.47,70.07,Moderate
26.4,79.5,75,India,Porbandar,Gujarat,21.63,69.6,Moderate
24.3,75.8,93,India,Valsad,Gujarat,20.63,72.93,Moderate
27.0,80.6,89,India,Gandhinagar,Gujarat,23.22,72.68,Moderate
25.9,78.6,77,India,Morbi,Gujarat,22.82,70.83,Moderate
27.0,80.6,89,India,Kheda,Gujarat,22.75,72.68,Moderate
24.6,76.3,92,India,Dadra,Dadra and Nagar Haveli,20.32,72.97,Moderate
26.1,79.0,87,India,Krishna,Andhra Pradesh,16.17,81.13,Moderate
25.1,77.1,94,India,East Godavari,Andhra Pradesh,16.93,82.22,Moderate
26.9,80.5,87,India,Visakhapatnam,Andhra Pradesh,17.7,83.3,Moderate
28.1,82.7,69,India,Nellore,Andhra Pradesh,14.43,79.97,Moderate
24.4,75.9,83,India,Chittoor,Andhra Pradesh,13.2,79.12,Moderate
26.3,79.4,89,India,Srikakulam,Andhra Pradesh,18.3,83.9,Moderate
23.7,74.7,87,India,Kurnool,Andhra Pradesh,15.83,78.05,Moderate
25.3,77.6,90,India,Guntur,Andhra Pradesh,16.3,80.45,Moderate
25.2,77.4,91,India,Vizianagaram,Andhra Pradesh,18.12,83.42,Moderate
24.3,75.8,81,India,Anantapur,Andhra Pradesh,14.68,77.6,Moderate
25.3,77.6,86,India,West Godavari,Andhra Pradesh,16.7,81.1,Moderate
25.6,78.1,84,India,Kadapa,Andhra Pradesh,14.47,78.82,Moderate
25.6,78.1,92,India,Jamtara,Jharkhand,23.95,86.8,Moderate
25.3,77.6,91,India,Saraikela,Jharkhand,22.72,85.95,Moderate
24.0,75.1,92,India,Simdega,Jharkhand,22.62,84.52,Moderate
23.3,74.0,95,India,Latehar,Jharkhand,23.75,84.5,Moderate
23.0,73.4,94,India,Khunti,Jharkhand,23.08,85.28,Moderate
23.6,74.5,91,India,Hazaribagh,Jharkhand,23.98,85.35,Moderate
26.0,78.8,94,India,Chatra,Jharkhand,24.22,84.87,Moderate
24.2,75.6,88,India,Kodarma,Jharkhand,24.43,85.52,Moderate
25.2,77.3,92,India,Giridih,Jharkhand,24.18,86.3,Moderate
22.5,72.4,91,India,Lohardaga,Jharkhand,23.43,84.68,Moderate
24.8,76.7,96,India,Sahibganj,Jharkhand,25.25,87.65,Moderate
25.4,77.6,95,India,Godda,Jharkhand,24.83,87.22,Moderate
25.7,78.2,90,India,Dhanbad,Jharkhand,23.8,86.45,Moderate
25.4,77.7,93,India,Dumka,Jharkhand,24.27,87.25,Moderate
24.6,76.3,91,India,Bokaro,Jharkhand,23.78,85.97,Moderate
25.6,78.1,91,India,Deoghar,Jharkhand,24.48,86.7,Moderate
22.5,72.4,92,India,Gumla,Chhattisgarh,23.05,84.55,Moderate
23.0,73.4,94,India,Ramgarh,Jharkhand,23.63,85.52,Moderate
23.5,74.4,90,India,Garhwa,Uttar Pradesh,24.73,83.22,Moderate
23.0,73.4,94,India,Ranchi,Jharkhand,23.35,85.33,Moderate
27.0,80.6,94,India,Arwal,Bihar,25.25,84.68,Moderate
25.3,77.6,97,India,Bhagalpur,Bihar,25.25,87.0,Moderate
24.6,76.2,94,India,Purnia,Bihar,25.78,87.47,Moderate
24.3,75.7,94,India,Kishanganj,West Bengal,26.12,87.93,Moderate
26.0,78.8,94,India,Gaya,Bihar,24.78,85.0,Moderate
25.4,77.6,95,India,Banka,Bihar,24.88,86.92,Moderate
22.1,71.9,94,India,Aurangabad,Maharashtra,19.88,75.33,Moderate
25.6,78.0,91,India,Nawada,Bihar,24.88,85.53,Moderate
23.9,75.0,93,India,Araria,Bihar,26.15,87.52,Moderate
24.9,76.8,93,India,Muzaffarpur,Bihar,26.12,85.4,Moderate
25.2,77.3,92,India,Saran,Bihar,24.48,86.3,Moderate
6.2,43.1,75,India,Sheikhpura,Jammu and Kashmir,34.33,74.23,Low
24.4,76.0,95,India,Saharsa,Bihar,25.88,86.6,Moderate
24.3,75.7,93,India,Gopalganj,Bihar,26.47,84.43,Moderate
24.7,76.4,93,India,Siwan,Bihar,26.22,84.37,Moderate
24.6,76.2,93,India,Sheohar,Bihar,26.52,85.3,Moderate
25.5,77.9,89,India,Buxar,Bihar,25.58,83.98,Moderate
24.3,75.8,92,India,Madhubani,Bihar,26.37,86.08,Moderate
24.4,76.0,95,India,Supaul,Bihar,26.12,86.6,Moderate
27.0,80.6,94,India,Patna,Bihar,25.6,85.12,Moderate
22.7,72.8,96,India,Bhojpur,Orissa,21.65,84.4,Moderate
24.6,76.3,93,India,Darbhanga,Bihar,26.17,85.9,Moderate
24.8,76.7,94,India,Samastipur,Bihar,25.85,85.78,Moderate
24.6,76.3,92,India,Bhabua,Bihar,25.05,83.62,Moderate
25.0,76.9,94,India,Khagaria,Bihar,25.5,86.48,Moderate
25.2,77.4,94,India,Munger,Bihar,25.38,86.47,Moderate
24.6,76.2,93,India,Sitamarhi,Bihar,26.6,85.48,Moderate
25.0,77.0,94,India,Lakhisarai,Bihar,25.18,86.08,Moderate
25.4,77.6,91,India,Jamui,Bihar,24.92,86.22,Moderate
25.0,76.9,95,India,Begusarai,Bihar,25.42,86.13,Moderate
24.9,76.8,94,India,Katihar,Bihar,25.53,87.58,Moderate
27.0,80.6,84,India,Gurgaon,Haryana,28.47,77.03,Moderate
23.7,74.7,81,India,Yamunanagar,Haryana,30.1,77.28,Moderate
27.0,80.6,84,India,Palwal,Haryana,28.15,77.33,Moderate
27.0,80.6,84,India,Jhajjar,Haryana,28.62,76.65,Moderate
26.1,79.1,72,India,Bhiwani,Haryana,28.78,76.13,Moderate
24.9,76.8,72,India,Kaithal,Haryana,29.8,76.38,Moderate
27.0,80.6,84,India,Sonipat,Haryana,28.98,77.02,Moderate
24.4,76.0,75,India,Karnal,Haryana,29.68,76.98,Moderate
25.2,77.3,72,India,Jind,Haryana,29.32,76.32,Moderate
24.7,76.4,77,India,Panipat,Haryana,29.39,76.97,Moderate
25.5,77.9,75,India,Mahendragarh,Haryana,28.28,76.15,Moderate
25.0,77.0,70,India,Fatehabad,Haryana,29.52,75.45,Moderate
27.0,80.6,84,India,Faridabad,Haryana,28.43,77.32,Moderate
25.4,77.7,65,India,Sirsa,Haryana,29.53,75.02,Moderate
25.9,78.6,71,India,Hisar,Haryana,29.17,75.72,Moderate
25.5,77.9,75,India,Rewari,Haryana,28.18,76.62,Moderate
25.9,78.6,76,India,Rohtak,Haryana,28.9,76.57,Moderate
24.2,75.6,73,India,Ambala,Haryana,30.38,76.78,Moderate
22.8,73.0,70,India,Chandigarh,Chandigarh,30.74,76.79,Moderate
25.6,78.0,86,India,Goa,Goa,15.4,73.8,Moderate
27.2,80.9,82,India,Arong,Andaman and Nicobar Islands,9.17,92.72,Moderate
22.9,73.2,90,India,Siang,Chhattisgarh,22.6,83.05,Moderate
24.7,76.5,86,India,Upper Tirupati,Andhra Pradesh,13.68,79.35,Moderate
10.3,50.6,91,India,Tawang,Arunachal Pradesh,27.58,91.87,Mild
23.7,74.6,95,India,Goalpara,Assam,26.17,90.62,Moderate
23.4,74.2,96,India,Nalbari,Assam,26.42,91.43,Moderate
24.0,75.3,93,India,Dhubri,Assam,26.03,89.97,Moderate
24.0,75.2,95,India,Karimganj,Assam,24.87,92.35,Moderate
23.2,73.8,98,India,Tinsukia,Assam,27.5,95.37,Moderate
23.6,74.5,98,India,Hailakandi,Assam,24.68,92.57,Moderate
23.2,73.7,89,India,Dhemaji,Assam,27.48,94.58,Moderate
25.4,77.7,82,India,Lakhimpur,Uttar Pradesh,27.95,80.77,Moderate
23.7,74.6,95,India,Bongaigaon,Assam,26.47,90.57,Moderate
17.6,63.7,88,India,Baksa Duar,West Bengal,26.75,89.58,Mild
19.8,67.7,97,India,Nagaon,Maharashtra,17.47,73.62,Mild
23.2,73.8,93,India,Darrang,Assam,26.63,92.8,Moderate
23.2,73.7,89,India,Dibrugarh,Assam,27.48,94.9,Moderate
23.7,74.6,95,India,Barpeta,Assam,26.32,91.0,Moderate
23.6,74.4,91,India,Udalguri,Assam,26.77,92.13,Moderate
23.8,74.8,95,India,Golaghat,Assam,26.52,93.97,Moderate
23.7,74.6,95,India,Kokrajhar,Assam,26.4,90.27,Moderate
23.4,74.1,94,India,Jorhat,Assam,26.75,94.22,Moderate
25.1,77.1,94,India,Yanam,Andhra Pradesh,16.73,82.22,Moderate
27.0,80.5,83,India,Karaikal,Puducherry,10.92,79.83,Moderate
26.5,79.7,83,India,Puducherry,Puducherry,11.93,79.83,Moderate
24.4,75.9,93,India,Mahe,Kerala,11.7,75.53,Moderate
20.9,69.6,99,India,Lunglei,Mizoram,22.88,92.73,Moderate
21.0,69.8,99,India,Lawngtlai,Mizoram,22.53,92.9,Moderate
21.0,69.8,99,India,Saiha,Mizoram,22.48,92.97,Moderate
20.9,69.6,99,India,Serchhip,Mizoram,23.3,92.83,Moderate
21.3,70.4,99,India,Aizawl,Mizoram,23.72,92.72,Moderate
21.3,70.4,99,India,Mamit,Mizoram,23.93,92.48,Moderate
24.9,76.9,89,India,Chandel,Goa,15.73,73.88,Moderate
18.8,65.8,99,India,Tamenglong,Manipur,24.97,93.55,Mild
16.2,61.1,98,India,Ukhrul,Manipur,25.12,94.37,Mild
27.0,80.6,94,India,Bishnupur,West Bengal,22.38,88.27,Moderate
18.6,65.5,99,India,Churachandpur,Manipur,24.33,93.67,Mild
19.6,67.2,98,India,Thoubal,Manipur,24.63,94.02,Mild
19.6,67.2,98,India,Imphal,Manipur,24.82,93.95,Mild
19.6,67.2,98,India,Kangpokpi,Manipur,25.13,93.97,Mild
21.8,71.3,95,India,Mon,Nagaland,26.75,95.1,Moderate
19.3,66.8,98,India,Tuensang,Nagaland,26.28,94.83,Mild
19.3,66.8,98,India,Mokokchung,Nagaland,26.33,94.53,Mild
16.6,61.9,99,India,Phek,Manipur,25.67,94.5,Mild
21.7,71.1,98,India,Kohima,Nagaland,25.67,94.12,Moderate
26.9,80.5,99,India,Wokha,Nagaland,26.1,94.27,Moderate
17.5,63.6,99,India,Zunheboto,Nagaland,25.97,94.52,Mild
21.7,71.1,98,India,Dimapur,Assam,25.9,93.73,Moderate
24.1,75.4,98,India,Khowai,Tripura,24.1,91.63,Moderate
24.1,75.4,98,India,Dharmanagar,Tripura,24.37,92.17,Moderate
23.1,73.7,98,India,Dhalai,Assam,24.6,92.83,Moderate
21.0,69.8,94,India,Nandi Hills,Karnataka,13.33,77.65,Moderate
21.6,70.9,96,India,Bastar,Chhattisgarh,19.2,81.93,Moderate
23.8,74.8,94,India,Mungeli,Chhattisgarh,22.07,81.68,Moderate
21.7,71.1,97,India,Gariaband,Chhattisgarh,20.64,82.06,Moderate
23.6,74.6,95,India,Sukma,Chhattisgarh,18.4,81.67,Moderate
22.3,72.1,97,India,Kanker,Chhattisgarh,20.27,81.49,Moderate
22.8,73.1,93,India,Surguja,Chhattisgarh,23.12,83.2,Moderate
25.0,77.0,86,India,Balrampur,Uttar Pradesh,27.43,82.18,Moderate
21.4,70.6,97,India,Kondagaon,Chhattisgarh,19.6,81.67,Moderate
27.3,81.2,73,India,Narayanpur,Rajasthan,26.37,76.63,Moderate
24.0,75.1,94,India,Durg,Chhattisgarh,21.18,81.28,Moderate
22.0,71.7,69,India,Surajpur,Haryana,30.78,76.9,Moderate
23.4,74.0,84,India,Bijapur,Karnataka,16.83,75.7,Moderate
23.8,74.8,95,India,Raipur,Chhattisgarh,21.23,81.63,Moderate
24.7,76.4,88,India,Baloda Bazar,Chhattisgarh,21.67,82.17,Moderate
22.3,72.1,97,India,Balod,Chhattisgarh,20.73,81.2,Moderate
22.3,72.1,97,India,Dhamtari,Chhattisgarh,20.71,81.55,Moderate
24.2,75.6,92,India,Korba,Chhattisgarh,22.35,82.68,Moderate
24.4,75.9,88,India,Raigarh,Chhattisgarh,21.9,83.4,Moderate
22.5,72.4,92,India,Jashpur,Chhattisgarh,22.9,84.15,Moderate
23.8,74.8,95,India,Mahasamund,Chhattisgarh,21.1,82.1,Moderate
24.7,76.4,88,India,Janjgir,Chhattisgarh,22.02,82.57,Moderate
18.6,65.5,87,India,Dehradun,Uttarakhand,30.32,78.03,Mild
18.3,64.9,89,India,Almora,Uttarakhand,29.62,79.67,Mild
19.5,67.0,90,India,Champawat,Uttarakhand,29.33,80.1,Mild
-3.7,25.3,69,India,Uttarkashi,Uttarakhand,30.73,78.45,Extreme
22.9,73.2,80,India,Garhwal,Uttarakhand,29.8,78.62,Moderate
21.7,71.1,86,India,Hardwar,Uttarakhand,29.97,78.17,Moderate
14.9,58.8,91,India,Rudraprayag,Uttarakhand,30.28,78.98,Mild
15.4,59.7,89,India,Tehri-Garhwal,Uttarakhand,30.38,78.48,Mild
6.6,43.9,78,India,Bageshwar,Uttarakhand,29.85,79.77,Low
19.5,67.0,90,India,Pithoragarh,Uttarakhand,29.58,80.22,Mild
5.7,42.2,70,India,Chamoli,Uttarakhand,30.4,79.35,Low
22.5,72.6,91,India,Nagar,Chhattisgarh,23.27,82.45,Moderate
24.8,76.6,91,India,Kannur,Kerala,11.87,75.37,Moderate
22.2,72.0,98,India,Pathanamthitta,Kerala,9.27,76.78,Moderate
26.1,78.9,84,India,Alappuzha,Kerala,9.49,76.33,Moderate
26.0,78.8,100,India,Ernakulam,Kerala,9.98,76.28,Moderate
25.5,77.9,88,India,Kollam,Kerala,8.88,76.59,Moderate
25.0,77.0,100,India,Kasaragod,Kerala,12.5,75.0,Moderate
21.7,71.1,91,India,Idukki,Kerala,9.85,76.97,Moderate
25.0,77.0,94,India,Kozhikode,Kerala,11.25,75.77,Moderate
23.6,74.4,96,India,Kottayam,Kerala,9.58,76.52,Moderate
26.0,78.8,100,India,Thrissur,Kerala,10.52,76.22,Moderate
25.0,77.0,94,India,Palakkad,Kerala,10.77,76.65,Moderate
28.0,82.4,79,India,Thiruvananthapuram,Kerala,8.51,76.96,Moderate
25.0,77.0,94,India,Malappuram,Kerala,11.07,76.07,Moderate
27.3,81.2,81,India,Kavaratti,Lakshadweep,10.57,72.62,Moderate
28.0,82.4,79,India,Puri District,Orissa,19.8,85.85,Moderate
25.9,78.6,95,India,Nadia,West Bengal,23.42,88.37,Moderate
25.8,78.5,94,India,Murshidabad,West Bengal,24.18,88.27,Moderate
27.0,80.6,94,India,Kolkata,West Bengal,22.57,88.37,Moderate
24.9,76.8,94,India,Maldah,West Bengal,25.03,88.15,Moderate
16.1,61.0,92,India,Darjiling,West Bengal,27.03,88.27,Mild
23.6,74.5,95,India,Jalpaiguri,West Bengal,26.52,88.73,Moderate
25.8,78.4,95,India,Medinipur,West Bengal,22.43,87.33,Moderate
27.0,80.6,94,India,Haora,West Bengal,22.59,88.31,Moderate
25.3,77.5,96,India,Barddhaman,West Bengal,23.24,87.87,Moderate
25.6,78.1,95,India,Bankura,West Bengal,23.25,87.07,Moderate
25.2,77.4,91,India,Puruliya,West Bengal,23.33,86.37,Moderate
23.4,74.2,95,India,Koch Bihar,West Bengal,26.32,89.43,Moderate
27.0,80.6,94,India,Hugli,West Bengal,22.9,88.4,Moderate
21.8,71.2,58,India,Pathankot,Punjab,32.28,75.65,Moderate
21.3,70.4,60,India,Gurdaspur,Punjab,32.03,75.52,Moderate
24.7,76.4,71,India,Patiala,Punjab,30.33,76.4,Moderate
24.0,75.2,94,India,Tarn Taran,Punjab,31.45,74.93,Moderate
24.0,75.2,94,India,Kapurthala,Punjab,31.38,75.38,Moderate
24.3,75.8,73,India,Fatehgarh Sahib,Punjab,30.53,75.72,Moderate
25.0,77.0,71,India,Sangrur,Punjab,30.23,75.83,Moderate
25.1,77.2,71,India,Mansa,Punjab,29.98,75.38,Moderate
24.0,75.2,94,India,Amritsar,Punjab,31.63,74.87,Moderate
24.7,76.5,71,India,Faridkot,Punjab,30.67,74.75,Moderate
23.6,74.5,72,India,Ludhiana,Punjab,30.9,75.85,Moderate
23.6,74.6,70,India,Jalandhar,Punjab,31.33,75.58,Moderate
24.6,76.3,70,India,Muktsar,Punjab,30.48,74.52,Moderate
24.4,75.9,73,India,Moga,Punjab,30.8,75.17,Moderate
22.6,72.7,66,India,Hoshiarpur,Punjab,31.53,75.92,Moderate
22.0,71.7,69,India,Rupnagar,Punjab,30.97,76.53,Moderate
25.1,77.1,68,India,Firozpur,Punjab,30.92,74.6,Moderate
25.2,77.4,77,India,Fazilka,Punjab,30.4,74.03,Moderate
24.6,76.2,72,India,Barnala,Punjab,30.38,75.55,Moderate
21.2,70.1,86,India,Mandya,Karnataka,12.52,76.9,Moderate
20.5,68.9,92,India,Mysore,Karnataka,12.31,76.65,Moderate
22.9,73.1,96,India,Yadgir,Karnataka,16.77,77.13,Moderate
18.3,65.0,96,India,Chikmagalur,Karnataka,13.32,75.78,Mild
20.7,69.3,92,India,Chitradurga,Karnataka,14.23,76.4,Moderate
21.2,70.2,93,India,Haveri,Karnataka,14.8,75.4,Moderate
24.1,75.4,88,India,Raichur,Karnataka,16.2,77.37,Moderate
21.0,69.8,94,India,Kolar,Karnataka,13.13,78.13,Moderate
20.9,69.7,92,India,Dharwad,Karnataka,15.47,75.02,Moderate
22.4,72.3,89,India,Bidar,Karnataka,17.9,77.55,Moderate
23.6,74.5,86,India,Gulbarga,Karnataka,17.33,76.83,Moderate
21.8,71.3,90,India,Gadag,Karnataka,15.42,75.62,Moderate
25.0,77.0,100,India,Udupi,Karnataka,13.35,74.75,Moderate
23.1,73.5,82,India,Bagalkot,Karnataka,16.18,75.7,Moderate
19.3,66.7,92,India,Hassan,Karnataka,13.0,76.1,Mild
19.9,67.7,95,India,Shimoga,Karnataka,13.92,75.57,Mild
24.1,75.4,79,India,Bellary,Karnataka,15.15,76.93,Moderate
23.0,73.4,89,India,Bangalore,Karnataka,12.98,77.58,Moderate
20.3,68.6,91,India,Tumkur,Karnataka,13.34,77.1,Moderate
20.6,69.1,92,India,Belgaum,Karnataka,15.87,74.5,Moderate
22.4,72.4,85,India,Koppal,Karnataka,15.35,76.15,Moderate
22.3,72.2,91,India,Washim,Maharashtra,20.1,77.15,Moderate
22.5,72.5,91,India,Ahmadnagar,Maharashtra,19.08,74.73,Moderate
22.2,71.9,93,India,Latur,Maharashtra,18.4,76.58,Moderate
23.9,75.0,87,India,Solapur,Maharashtra,17.68,75.92,Moderate
22.4,72.2,92,India,Osmanabad,Maharashtra,18.17,76.05,Moderate
20.6,69.1,96,India,Kolhapur,Maharashtra,16.7,74.22,Moderate
24.2,75.5,93,India,Chandrapur,Maharashtra,19.95,79.3,Moderate
24.3,75.7,90,India,Akola,Maharashtra,20.73,77.0,Moderate
23.3,73.9,88,India,Parbhani,Maharashtra,19.27,76.78,Moderate
24.3,75.7,90,India,Yavatmal,Maharashtra,20.4,78.13,Moderate
22.5,72.6,91,India,Nanded,Maharashtra,19.15,77.33,Moderate
24.1,75.3,84,India,Dhule,Maharashtra,20.9,74.78,Moderate
19.5,67.1,97,India,Satara,Maharashtra,17.68,73.98,Mild
20.7,69.2,94,India,Sangli,Maharashtra,16.87,74.57,Moderate
22.3,72.2,91,India,Hingoli,Maharashtra,19.72,77.15,Moderate
20.9,69.6,94,India,Pune,Maharashtra,18.53,73.87,Moderate
23.9,75.1,87,India,Amravati,Maharashtra,20.93,77.75,Moderate
23.0,73.4,93,India,Nandurbar,Maharashtra,21.37,74.25,Moderate
24.8,76.6,89,India,Ratnagiri,Maharashtra,16.98,73.3,Moderate
25.0,77.0,94,India,Wardha,Maharashtra,20.75,78.62,Moderate
21.9,71.5,97,India,Buldana,Maharashtra,20.53,76.18,Moderate
23.7,74.6,93,India,Jalgaon,Maharashtra,21.05,76.53,Moderate
23.3,74.0,92,India,Bhandara,Maharashtra,21.17,79.65,Moderate
21.9,71.5,94,India,Bid,Maharashtra,18.98,75.77,Moderate
22.6,72.6,93,India,Jalna,Maharashtra,19.83,75.88,Moderate
28.0,82.4,94,India,Thane,Maharashtra,19.2,72.97,Moderate
25.8,78.4,85,India,Palghar,Maharashtra,19.68,72.75,Moderate
28.0,82.4,94,India,Mumbai,Maharashtra,18.98,72.83,Moderate
25.0,77.0,94,India,Nagpur,Maharashtra,21.15,79.1,Moderate
28.0,82.4,79,India,Puri,Orissa,19.8,85.85,Moderate
22.8,73.0,94,India,Anugul,Orissa,20.85,85.1,Moderate
20.5,68.9,95,India,Koraput,Orissa,18.82,82.72,Moderate
24.2,75.6,92,India,Bargarh,Orissa,21.33,83.62,Moderate
28.0,82.4,79,India,Jagatsinghapur,Orissa,20.27,86.17,Moderate
28.0,82.4,79,India,Khordha,Orissa,20.18,85.62,Moderate
25.1,77.2,92,India,Mayurbhanj,Orissa,21.94,86.72,Moderate
23.6,74.6,95,India,Malkangiri,Chhattisgarh,18.35,81.9,Moderate
25.8,78.5,93,India,Baleshwar,Orissa,21.49,86.93,Moderate
24.4,75.9,92,India,Sambalpur,Orissa,21.45,83.97,Moderate
28.0,82.4,79,India,Dhenkanal,Orissa,20.67,85.6,Moderate
25.7,78.2,94,India,Nayagarh,Orissa,20.13,85.1,Moderate
28.0,82.4,79,India,Cuttack,Orissa,20.5,85.83,Moderate
22.8,73.0,94,India,Baudh,Orissa,20.83,84.32,Moderate
27.4,81.4,87,India,Kendrapara,Orissa,20.5,86.42,Moderate
25.6,78.1,92,India,Ganjam,Orissa,19.32,84.78,Moderate
24.7,76.4,90,India,Sundargarh,Orissa,22.12,84.03,Moderate
25.9,78.7,94,India,Bhadrak,Orissa,21.05,86.52,Moderate
24.4,75.9,91,India,Jharsuguda,Orissa,21.85,84.03,Moderate
22.1,71.8,92,India,Rayagada,Orissa,19.17,83.42,Moderate
24.0,75.2,92,India,Balangir,Orissa,20.72,83.48,Moderate
26.1,79.1,69,India,Jhunjhunun,Rajasthan,28.13,75.4,Moderate
29.2,84.6,54,India,Jaisalmer,Rajasthan,26.92,70.9,Moderate
26.1,79.0,67,India,Sikar,Rajasthan,27.62,75.15,Moderate
26.0,78.8,64,India,Hanumangarh,Rajasthan,29.58,74.32,Moderate
27.7,81.9,65,India,Nagaur,Rajasthan,27.2,73.73,Moderate
28.4,83.2,67,India,Barmer,Rajasthan,25.75,71.38,Moderate
26.0,78.9,71,India,Ganganagar,Rajasthan,29.92,73.88,Moderate
28.0,82.4,70,India,Jodhpur,Rajasthan,26.29,73.03,Moderate
26.8,80.2,70,India,Churu,Rajasthan,28.3,74.95,Moderate
28.7,83.7,57,India,Bikaner,Rajasthan,28.02,73.3,Moderate
23.3,73.9,91,India,Pratapgarh,Rajasthan,24.03,74.78,Moderate
25.0,77.0,78,India,Bhilwara,Rajasthan,25.35,74.63,Moderate
27.2,81.0,72,India,Tonk,Rajasthan,26.17,75.78,Moderate
26.0,78.7,75,India,Bundi,Rajasthan,25.44,75.64,Moderate
26.0,78.8,89,India,Jaipur,Rajasthan,26.92,75.82,Moderate
25.9,78.5,77,India,Kota,Rajasthan,25.18,75.83,Moderate
27.1,80.7,76,India,Pali,Rajasthan,25.77,73.33,Moderate
23.5,74.4,82,India,Rajsamand,Rajasthan,25.07,73.88,Moderate
26.2,79.2,71,India,Ajmer,Rajasthan,26.45,74.63,Moderate
27.0,80.7,74,India,Bharatpur,Rajasthan,27.22,77.48,Moderate
24.3,75.8,88,India,Dungarpur,Rajasthan,23.83,73.72,Moderate
24.4,75.9,85,India,Chittaurgarh,Rajasthan,24.88,74.63,Moderate
25.7,78.3,68,India,Udaipur,Rajasthan,27.72,75.48,Moderate
26.4,79.5,75,India,Jalor,Rajasthan,25.35,72.62,Moderate
26.0,78.8,89,India,Dausa,Rajasthan,26.88,76.33,Moderate
26.4,79.5,75,India,Sirohi,Rajasthan,24.88,72.87,Moderate
25.0,77.0,94,India,Ariyalur,Tamil Nadu,11.13,79.08,Moderate
26.8,80.2,78,India,Sivaganga,Tamil Nadu,9.87,78.48,Moderate
25.0,77.0,94,India,Thanjavur,Tamil Nadu,10.8,79.15,Moderate
26.9,80.4,75,India,Tiruvannamalai,Tamil Nadu,12.22,79.07,Moderate
28.3,83.0,73,India,Ramanathapuram,Tamil Nadu,9.38,78.83,Moderate
26.9,80.4,69,India,Tirunelveli,Tamil Nadu,8.73,77.7,Moderate
26.5,79.8,83,India,Thiruvarur,Tamil Nadu,10.77,79.65,Moderate
25.0,77.0,94,India,Tiruchirappalli,Tamil Nadu,10.81,78.69,Moderate
25.0,77.0,94,India,Tiruppur,Tamil Nadu,11.1,77.35,Moderate
22.8,73.0,93,India,Salem,Tamil Nadu,11.65,78.17,Moderate
25.7,78.3,77,India,Madurai,Tamil Nadu,9.93,78.12,Moderate
25.0,77.0,94,India,Perambalur,Tamil Nadu,11.23,78.88,Moderate
23.6,74.5,81,India,Dindigul,Tamil Nadu,10.35,77.95,Moderate
24.8,76.7,79,India,Karur,Tamil Nadu,10.95,78.08,Moderate
22.8,73.0,85,India,Dharmapuri,Tamil Nadu,12.13,78.17,Moderate
23.0,73.4,92,India,Namakkal,Tamil Nadu,11.23,78.17,Moderate
24.0,75.1,89,India,Moradabad,Uttar Pradesh,28.83,78.78,Moderate
24.5,76.2,88,India,Sambhal,Uttar Pradesh,28.58,78.55,Moderate
25.7,78.2,83,India,Budaun,Uttar Pradesh,28.05,79.12,Moderate
25.4,77.7,84,India,Bahraich,Uttar Pradesh,27.58,81.6,Moderate
24.4,76.0,82,India,Hapur,Uttar Pradesh,28.72,77.78,Moderate
25.8,78.4,80,India,Sitapur,Uttar Pradesh,27.57,80.68,Moderate
24.7,76.4,82,India,Meerut,Uttar Pradesh,28.98,77.7,Moderate
26.1,78.9,82,India,Aligarh,Uttar Pradesh,27.88,78.08,Moderate
24.6,76.2,84,India,Bulandshahr,Uttar Pradesh,28.4,77.85,Moderate
23.9,75.0,84,India,Bijnor,Uttar Pradesh,29.15,78.27,Moderate
27.0,80.6,84,India,Baghpat,Uttar Pradesh,28.95,77.22,Moderate
25.4,77.7,82,India,Kheri,Uttar Pradesh,27.9,80.8,Moderate
24.0,75.2,89,India,Rampur,Uttar Pradesh,28.82,79.03,Moderate
25.3,77.6,82,India,Bareilly,Uttar Pradesh,28.35,79.42,Moderate
26.5,79.8,78,India,Mathura,Uttar Pradesh,27.5,77.68,Moderate
26.2,79.2,79,India,Etah,Uttar Pradesh,27.63,78.67,Moderate
